0,2241
1,1115037
2,101071
3,50989
4,24705
5,24800
6,16956
7,15787
8,12107
9,11375
10,9658
11,8930
12,7845
13,7407
14,6125
15,5571
16,4813
17,4740
18,4524
19,3718
20,3611
21,3769
22,3126
23,2810
24,2699
25,2430
26,2118
27,1961
28,2013
29,1898
30,1861
31,2118
32,1540
33,1434
34,1302
35,1403
36,1425
37,1257
38,1256
39,1082
40,983
41,967
42,902
43,931
44,749
45,767
46,934
47,728
48,668
49,646
50,604
51,651
52,632
53,569
54,681
55,511
56,453
57,513
58,477
59,494
60,468
61,459
62,381
63,424
64,388
65,360
66,337
67,342
68,286
69,331
70,329
71,264
72,359
73,276
74,263
75,250
76,207
77,302
78,250
79,214
80,212
81,212
82,208
83,195
84,252
85,169
86,178
87,173
88,190
89,162
90,140
91,151
92,444
93,145
94,129
95,173
96,109
97,137
98,142
99,129
100,125
101,145
102,116
103,123
104,118
105,112
106,102
107,124
108,100
109,82
110,85
111,107
112,72
113,93
114,88
115,100
116,77
117,96
118,85
119,77
120,103
121,92
122,102
123,94
124,88
125,92
126,49
127,72
128,58
129,93
130,55
131,61
132,70
133,67
134,86
135,92
136,78
137,45
138,45
139,65
140,74
141,51
142,179
143,40
144,38
145,57
146,55
147,47
148,52
149,74
150,32
151,49
152,67
153,53
154,43
155,68
156,108
157,117
158,39
159,45
160,27
161,78
162,35
163,40
164,49
165,73
166,33
167,73
168,43
169,49
170,22
171,24
172,61
173,34
174,25
175,41
176,46
177,14
178,77
179,50
180,36
181,38
182,29
183,30
184,30
185,31
186,25
187,507
188,71
189,21
190,17
191,30
192,28
193,35
194,25
195,21
196,27
197,23
198,19
199,27
200,32
201,16
202,504
203,17
204,22
205,21
206,13
207,37
208,16
209,16
210,22
211,12
212,40
213,22
214,19
215,36
216,20
217,28
218,24
219,14
220,18
221,18
222,94
223,16
224,29
225,19
226,23
227,18
228,115
229,37
230,21
231,25
232,24
233,21
234,70
235,15
236,19
237,17
238,26
239,17
240,12
241,16
242,30
243,13
244,25
245,10
246,13
247,8
248,12
249,26
250,15
251,10
252,20
253,12
254,20
255,10
256,17
257,15
258,26
259,38
260,24
261,12
262,37
263,12
264,7
265,14
266,13
267,20
268,9
269,13
270,8
271,14
272,14
273,30
274,16
275,9
276,16
277,23
278,18
279,9
280,10
281,17
282,14
283,43
284,11
285,12
286,21
287,8
288,8
289,8
290,10
291,12
292,18
293,12
294,22
295,22
296,14
297,21
298,7
299,12
300,12
301,5
302,11
303,8
304,12
305,10
306,6
307,9
308,5
309,5
310,12
311,12
312,9
313,9
314,15
315,12
316,4
317,7
318,6
319,10
320,11
321,10
322,5
323,9
324,9
325,11
326,8
327,16
328,5
329,7
330,11
331,6
332,7
333,7
334,11
335,13
336,12
337,5
338,6
339,7
340,2
341,8
342,21
343,8
344,12
345,64
346,7
347,5
348,5
349,2
350,7
351,12
352,7
353,5
354,5
355,9
356,2
357,8
358,4
359,5
360,5
361,2
362,5
363,9
364,30
365,7
366,65
367,10
368,13
369,7
370,7
371,8
372,8
373,13
374,9
375,11
376,4
377,8
378,8
379,6
380,12
381,5
382,7
383,13
384,12
385,4
386,14
387,10
388,4
389,4
390,4
391,5
392,10
393,11
394,10
395,8
396,4
397,11
398,4
399,7
400,21
401,5
402,34
403,19
404,31
405,17
406,13
407,5
408,7
409,8
410,8
411,63
412,11
413,10
414,11
416,13
417,9
418,4
419,8
420,8
421,3
422,4
423,4
424,17
425,5
426,6
427,2
428,7
429,13
430,8
431,5
432,3
433,6
434,11
435,11
436,3
437,14
438,6
440,4
441,2
442,2
443,2
444,2
445,1
446,3
448,11
449,4
450,1
451,3
452,2
453,9
454,1
455,13
456,1
457,8
458,4
459,4
460,2
461,1
462,2
463,6
464,3
465,7
466,2
467,9
468,14
469,7
470,2
471,8
472,6
473,6
474,1
475,9
476,4
477,1
478,2
479,6
480,3
481,22
482,2
483,6
484,4
486,2
487,9
488,2
489,6
490,3
491,2
492,6
493,5
494,9
495,4
496,3
497,39
498,8
499,3
500,12
501,6
502,6
504,15
505,5
507,4
508,4
509,6
510,3
511,1
513,10
514,4
515,6
516,7
517,2
518,6
519,1
520,3
521,9
522,3
523,2
525,4
526,3
527,5
528,5
529,3
530,6
531,12
532,3
533,4
534,4
535,20
536,5
537,3
538,2
539,2
540,6
542,2
543,3
544,5
545,3
546,1
547,4
548,7
549,3
550,3
551,2
552,19
553,3
554,2
555,6
556,3
557,1
558,2
559,4
560,8
561,3
562,9
563,2
564,2
565,3
566,4
567,6
568,4
569,1
570,5
572,4
573,2
574,3
576,5
577,5
578,8
579,4
580,3
581,23
582,4
583,2
584,1
586,2
587,7
588,4
589,2
590,6
591,1
592,5
593,2
594,2
595,3
596,1
597,1
598,1
599,2
600,1
601,5
602,2
603,2
604,9
605,11
607,7
608,1
609,5
610,14
611,1
612,4
613,1
614,2
615,4
616,2
618,3
620,1
621,1
622,2
623,5
624,2
625,2
626,6
627,7
628,2
629,3
631,7
632,2
633,2
634,1
636,3
637,1
639,8
640,1
641,3
642,4
643,1
644,28
646,1
647,2
648,5
649,3
652,1
653,2
654,2
656,1
657,1
658,3
660,2
661,2
662,1
663,2
664,2
667,2
668,3
669,4
670,31
671,1
672,9
673,3
674,2
675,2
676,16
679,2
680,1
681,1
682,13
685,4
686,3
687,2
688,1
690,1
691,3
692,3
693,2
694,1
695,2
696,2
697,1
698,3
700,4
701,8
702,4
703,2
704,3
705,1
706,50
709,2
710,2
711,2
712,1
714,1
715,1
716,1
717,1
718,6
719,5
720,1
721,2
724,2
725,3
726,3
727,2
728,4
729,2
730,7
731,1
732,4
733,1
735,1
739,2
740,2
741,3
742,6
744,5
745,3
746,5
747,5
748,2
750,1
751,1
752,4
754,2
755,1
756,1
757,6
759,2
760,5
761,1
762,1
763,9
765,235
768,4
770,4
771,2
772,1
775,1
776,2
777,12
778,1
781,1
782,8
783,1
785,7
788,8
789,1
791,1
792,3
793,10
794,2
795,2
797,5
798,1
799,2
800,3
802,1
803,34
804,1
805,22
806,1
807,2
808,1
809,1
810,69
812,2
814,13
816,8
817,16
819,2
820,1
821,1
822,1
827,2
828,1
834,2
835,3
845,2
847,2
848,3
849,2
851,1
854,1
855,2
857,1
858,2
860,16
861,3
862,4
864,2
867,2
868,5
869,1
870,2
873,2
874,1
875,5
876,3
877,4
879,3
881,1
882,1
883,5
884,1
885,3
886,2
887,2
889,1
894,2
895,1
896,1
900,2
902,1
904,1
905,2
906,1
907,2
911,1
912,1
913,2
916,1
917,1
918,2
919,1
920,1
921,1
922,1
925,1
926,1
927,3
930,3
933,2
934,1
935,5
937,1
940,1
943,1
945,1
946,1
948,88
949,1
951,2
952,2
953,1
954,2
955,3
956,1
957,2
959,3
960,2
961,3
962,1
964,1
965,2
966,1
967,3
968,1
969,1
971,1
972,1
977,1
978,2
980,1
981,3
984,7
986,1
987,1
988,2
989,4
990,3
995,1
996,2
1000,5
1003,1
1004,2
1005,1
1007,1
1008,6
1009,1
1010,2
1012,1
1014,2
1020,1
1023,1
1025,3
1028,1
1030,2
1033,1
1034,1
1038,1
1039,3
1040,4
1041,3
1042,2
1045,1
1046,1
1048,7
1051,1
1053,3
1056,1
1057,2
1061,1
1062,1
1063,1
1065,2
1066,1
1067,3
1071,1
1072,8
1073,1
1074,1
1077,1
1079,3
1081,1
1082,3
1083,3
1084,1
1086,2
1087,1
1089,1
1090,1
1093,1
1094,1
1096,1
1103,1
1104,4
1105,2
1107,1
1108,2
1110,3
1111,1
1112,2
1117,1
1125,2
1126,2
