0,1643
1,48831
2,36228
3,40367
4,34561
5,32333
6,32399
7,33580
8,32159
9,29311
10,30714
11,28904
12,27667
13,33036
14,24313
15,22496
16,21623
17,20619
18,22895
19,18859
20,25138
21,23647
22,17991
23,16578
24,14580
25,13964
26,13316
27,25609
28,12883
29,12751
30,13647
31,12432
32,11861
33,10889
34,10773
35,10340
36,9509
37,10387
38,10273
39,10073
40,8761
41,8307
42,8187
43,9139
44,7423
45,7983
46,7618
47,8061
48,7112
49,6948
50,6807
51,6523
52,5973
53,6026
54,6379
55,6349
56,5810
57,5930
58,5725
59,5924
60,5543
61,4895
62,5036
63,4728
64,4569
65,4805
66,4862
67,4810
68,4399
69,4678
70,4628
71,4152
72,4406
73,4369
74,3859
75,4188
76,3639
77,3953
78,3525
79,3474
80,3619
81,3773
82,3623
83,5354
84,5542
85,3600
86,3163
87,3143
88,3187
89,3438
90,3262
91,2923
92,3778
93,2946
94,3092
95,2879
96,2765
97,2503
98,2868
99,3201
100,2548
101,3100
102,2202
103,2385
104,2489
105,5586
106,2330
107,3760
108,2248
109,2461
110,2338
111,2290
112,2180
113,2205
114,2064
115,2298
116,1805
117,2051
118,2063
119,2005
120,1949
121,2190
122,1954
123,1749
124,2057
125,2125
126,1769
127,1752
128,1714
129,1811
130,1687
131,1602
132,1918
133,1931
134,1838
135,1837
136,1549
137,1867
138,1457
139,1929
140,1440
141,1599
142,1413
143,1631
144,1458
145,1657
146,1407
147,1427
148,1364
149,1147
150,1249
151,1461
152,2285
153,1359
154,1572
155,1476
156,1407
157,1271
158,1113
159,1645
160,1284
161,1075
162,1347
163,1059
164,1436
165,1245
166,1102
167,1330
168,1461
169,1167
170,1041
171,1015
172,1072
173,1175
174,1025
175,1301
176,1125
177,1031
178,1293
179,1145
180,1162
181,3053
182,993
183,880
184,1160
185,1315
186,876
187,984
188,898
189,1026
190,1008
191,760
192,1159
193,923
194,963
195,882
196,717
197,1130
198,2070
199,803
200,774
201,701
202,781
203,762
204,712
205,819
206,882
207,746
208,753
209,727
210,622
211,1017
212,620
213,666
214,750
215,740
216,694
217,730
218,667
219,737
220,613
221,637
222,615
223,705
224,692
225,845
226,4575
227,1182
228,1034
229,1146
230,819
231,739
232,796
233,794
234,629
235,611
236,550
237,579
238,641
239,640
240,1334
241,1503
242,589
243,491
244,684
245,527
246,588
247,1021
248,561
249,624
250,515
251,609
252,436
253,621
254,549
255,601
256,499
257,515
258,621
259,708
260,1116
261,580
262,660
263,486
264,1141
265,449
266,490
267,472
268,570
269,482
270,386
271,504
272,445
273,490
274,364
275,460
276,541
277,899
278,444
279,433
280,519
281,471
282,568
283,437
284,545
285,406
286,420
287,381
288,376
289,313
290,335
291,287
292,395
293,295
294,350
295,288
296,413
297,334
298,321
299,339
300,355
301,367
302,345
303,439
304,325
305,447
306,316
307,316
308,374
309,363
310,449
311,416
312,290
313,453
314,331
315,315
316,269
317,368
318,321
319,328
320,510
321,342
322,242
323,289
324,293
325,375
326,356
327,323
328,261
329,240
330,320
331,412
332,272
333,414
334,309
335,268
336,332
337,448
338,286
339,255
340,288
341,264
342,297
343,357
344,275
345,362
346,213
347,261
348,292
349,201
350,725
351,272
352,309
353,308
354,473
355,258
356,258
357,244
358,360
359,468
360,239
361,324
362,251
363,230
364,288
365,241
366,282
367,284
368,335
369,224
370,210
371,191
372,559
373,352
374,331
375,278
376,213
377,270
378,304
379,258
380,220
381,464
382,328
383,531
384,263
385,291
386,184
387,290
388,252
389,245
390,231
391,373
392,179
393,215
394,212
395,184
396,228
397,220
398,286
399,332
400,208
401,341
402,674
403,3904
404,749
405,709
406,1461
407,327
408,200
409,238
410,362
411,330
412,222
413,182
414,206
415,362
416,210
417,189
418,165
419,134
420,185
421,165
422,161
423,221
424,162
425,170
426,210
427,185
428,156
429,224
430,168
431,170
432,189
433,263
434,211
435,206
436,165
437,167
438,142
439,111
440,296
441,160
442,130
443,149
444,130
445,149
446,160
447,157
448,191
449,134
450,131
451,154
452,143
453,125
454,99
455,122
456,141
457,120
458,119
459,160
460,499
461,160
462,154
463,148
464,151
465,296
466,198
467,275
468,139
469,128
470,112
471,158
472,176
473,132
474,178
475,188
476,162
477,110
478,201
479,156
480,114
481,149
482,135
483,190
484,172
485,123
486,165
487,193
488,96
489,159
490,123
491,97
492,151
493,114
494,121
495,175
496,101
497,131
498,127
499,101
500,266
501,159
502,125
503,128
504,105
505,307
506,152
507,233
508,162
509,143
510,131
511,101
512,108
513,109
514,150
515,129
516,215
517,134
518,271
519,103
520,136
521,239
522,156
523,86
524,173
525,1285
526,205
527,209
528,142
529,108
530,110
531,128
532,378
533,113
534,213
535,93
536,138
537,146
538,128
539,323
540,144
541,790
542,119
543,317
544,409
545,153
546,156
547,116
548,99
549,96
550,266
551,99
552,106
553,138
554,138
555,139
556,116
557,104
558,91
559,74
560,107
561,169
562,164
563,84
564,87
565,125
566,103
567,379
568,111
569,127
570,151
571,151
572,99
573,93
574,98
575,74
576,95
577,139
578,155
579,726
580,132
581,232
582,118
583,136
584,74
585,120
586,82
587,183
588,105
589,111
590,94
591,507
592,76
593,113
594,90
595,120
596,99
597,143
598,260
599,119
600,179
601,128
602,92
603,90
604,121
605,114
606,108
607,69
608,68
609,71
610,84
611,69
612,118
613,88
614,62
615,65
616,217
617,106
618,127
619,84
620,60
621,90
622,145
623,74
624,68
625,79
626,81
627,102
628,61
629,65
630,88
631,61
632,57
633,73
634,88
635,50
636,95
637,87
638,75
639,85
640,77
641,54
642,99
643,78
644,95
645,80
646,52
647,131
648,79
649,99
650,60
651,122
652,103
653,49
654,90
655,48
656,32
657,47
658,77
659,57
660,40
661,39
662,95
663,71
664,39
665,89
666,54
667,55
668,135
669,67
670,55
671,76
672,95
673,107
674,217
675,116
676,142
677,57
678,38
679,67
680,47
681,56
682,50
683,38
684,70
685,129
686,67
687,75
688,65
689,150
690,55
691,60
692,69
693,51
694,65
695,93
696,54
697,65
698,45
699,64
700,203
701,76
702,65
703,62
704,60
705,44
706,80
